tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Biology,1484,University of Toronto - St. George Campus,Helen,,Dimaras,1559192,4,average,TEACHER,PROFESSOR,3.0
History,1484,University of Toronto - St. George Campus,Vasilis,,Dimitriadis,101317,102,good,TEACHER,PROFESSOR,4.6
Mathematics,1484,University of Toronto - St. George Campus,Vesselin,,Dimitrov,2565226,1,poor,TEACHER,PROFESSOR,1.0
Electrical Engineering,1484,University of Toronto - St. George Campus,Prince,,Dineshan,1029575,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1484,University of Toronto - St. George Campus,Xiucai,,Ding,2290210,1,good,TEACHER,PROFESSOR,5.0
Linguistics,1484,University of Toronto - St. George Campus,Aaron,,Dinkin,1983621,13,good,TEACHER,PROFESSOR,4.3
Religion,1484,University of Toronto - St. George Campus,Greti,,Dinkova-Bruun,410203,5,good,TEACHER,PROFESSOR,4.1
International Studies,1484,University of Toronto - St. George Campus,John,,Dirks,2371232,5,average,TEACHER,PROFESSOR,3.2
Languages,1484,University of Toronto - St. George Campus,Josh,,Dittrich,1486395,2,good,TEACHER,PROFESSOR,4.8
Mathematics,1484,University of Toronto - St. George Campus,Anup,,Dixit,2103104,5,good,TEACHER,PROFESSOR,4.6
Psychology,1484,University of Toronto - St. George Campus,Maja,,Djikic,388069,14,good,TEACHER,PROFESSOR,4.3
Electrical Engineering,1484,University of Toronto - St. George Campus,Sergei,,Dmitrevsky,17649,65,good,TEACHER,PROFESSOR,3.8
Political Science,1484,University of Toronto - St. George Campus,Carey,,Doberstein,1731936,6,good,TEACHER,PROFESSOR,4.2
Biology,1484,University of Toronto - St. George Campus,Colleen,,Dockstader,2137280,17,good,TEACHER,PROFESSOR,3.8
Management,1484,University of Toronto - St. George Campus,Laura,,Doering,2576844,1,poor,TEACHER,PROFESSOR,2.0
Management,1484,University of Toronto - St. George Campus,Craig,,Doidge,482493,11,average,TEACHER,PROFESSOR,2.6
Sociology,1484,University of Toronto - St. George Campus,Fedor,,Dokshin,2309571,6,good,TEACHER,PROFESSOR,3.8
English,1484,University of Toronto - St. George Campus,Neal,,Dolan,101436,5,good,TEACHER,PROFESSOR,4.4
Psychology,1484,University of Toronto - St. George Campus,Dan,,Dolderman,565657,209,good,TEACHER,PROFESSOR,4.3
Economics,1484,University of Toronto - St. George Campus,Sid,,Dolgoy,1503628,4,good,TEACHER,PROFESSOR,4.7
Music,1484,University of Toronto - St. George Campus,Lori-Anne,,Dolloff,100684,13,good,TEACHER,PROFESSOR,4.5
Fine Arts,1484,University of Toronto - St. George Campus,Monica,,Dominguez,228750,0,zero,TEACHER,PROFESSOR,N/A
Chemistry,1484,University of Toronto - St. George Campus,James,,Donaldson,1623670,1,average,TEACHER,PROFESSOR,2.5
Music,1484,University of Toronto - St. George Campus,Hilary,S,Donaldson,2387598,1,poor,TEACHER,PROFESSOR,2.0
Chemistry,1484,University of Toronto - St. George Campus,VY,,Dong,968274,5,good,TEACHER,PROFESSOR,4.8
Political Science,1484,University of Toronto - St. George Campus,Michael,,Donnelly,35013,18,good,TEACHER,PROFESSOR,3.9
English,1484,University of Toronto - St. George Campus,Michael,,Donnelly,2028753,6,good,TEACHER,PROFESSOR,4.5
Theology,1484,University of Toronto - St. George Campus,Daniel,,Donovan,103972,22,good,TEACHER,PROFESSOR,4.3
Criminal Justice,1484,University of Toronto - St. George Campus,Anthony,,Doob,39623,26,average,TEACHER,PROFESSOR,3.3
Indigenous Studies,1484,University of Toronto - St. George Campus,Heather,,Dorries,2565061,1,poor,TEACHER,PROFESSOR,2.0
History,1484,University of Toronto - St. George Campus,Jonathan,,Doughty,1410535,1,good,TEACHER,PROFESSOR,4.5
History,1484,University of Toronto - St. George Campus,Justin,,Douglas,2286710,2,good,TEACHER,PROFESSOR,5.0
Accounting,1484,University of Toronto - St. George Campus,Scott,,Douglas,1560427,15,good,TEACHER,PROFESSOR,4.3
Psychology,1484,University of Toronto - St. George Campus,Jonathan,,Downar,1924640,4,good,TEACHER,PROFESSOR,3.8
English,1484,University of Toronto - St. George Campus,Paul,,Downes,17836,39,good,TEACHER,PROFESSOR,3.8
Equity Studies,1484,University of Toronto - St. George Campus,Stan,,Doyle-Wood,755947,42,good,TEACHER,PROFESSOR,4.2
Civil Engineering,1484,University of Toronto - St. George Campus,Jennifer,,Drake,2161056,0,zero,TEACHER,PROFESSOR,N/A
Electrical Engineering,1484,University of Toronto - St. George Campus,Stark,,Draper,2228390,7,good,TEACHER,PROFESSOR,3.7
Law,1484,University of Toronto - St. George Campus,Abraham,,Drassinower,28124,13,poor,TEACHER,PROFESSOR,2.5
Languages,1484,University of Toronto - St. George Campus,Bezalel Elan,,Dresher,180253,10,good,TEACHER,PROFESSOR,4.2
Medicine,1484,University of Toronto - St. George Campus,Yigal,,Dror,2174804,0,zero,TEACHER,PROFESSOR,N/A
Information Science,1484,University of Toronto - St. George Campus,Jean,,Dryden,426900,4,poor,TEACHER,PROFESSOR,1.2
Law,1484,University of Toronto - St. George Campus,Markus,,Dubber,1676514,1,good,TEACHER,PROFESSOR,4.5
History,1484,University of Toronto - St. George Campus,Jesse,,Dudley,978474,6,average,TEACHER,PROFESSOR,2.8
Law,1484,University of Toronto - St. George Campus,Anthony,,Duggan,2263497,0,zero,TEACHER,PROFESSOR,N/A
Marketing,1484,University of Toronto - St. George Campus,Kristen,,Duke,2575195,1,good,TEACHER,PROFESSOR,5.0
Psychology,1484,University of Toronto - St. George Campus,Kristie,,Dukewich,1784572,32,good,TEACHER,PROFESSOR,3.5
Philosophy,1484,University of Toronto - St. George Campus,John,,Duncan,704997,15,average,TEACHER,PROFESSOR,3.1
Business,1484,University of Toronto - St. George Campus,Peter,,Dungan,35080,13,good,TEACHER,PROFESSOR,4.7
Classics,1484,University of Toronto - St. George Campus,Susan,,Dunning,2040891,5,average,TEACHER,PROFESSOR,3.3
Electrical Engineering,1484,University of Toronto - St. George Campus,Dustin,,Dunwell,1699300,1,good,TEACHER,PROFESSOR,5.0
Geography,1484,University of Toronto - St. George Campus,Damian,,Dupuy,389047,33,good,TEACHER,PROFESSOR,3.9
Biology,1484,University of Toronto - St. George Campus,Laurel,,Duquette,60150,18,average,TEACHER,PROFESSOR,3.4
Classics,1484,University of Toronto - St. George Campus,Marion,,Durand,2124408,6,good,TEACHER,PROFESSOR,4.3
Economics,1484,University of Toronto - St. George Campus,Gilles,,Duranton,908461,4,average,TEACHER,PROFESSOR,3.4
Social Science,1484,University of Toronto - St. George Campus,Pat,,Durish,2358167,0,zero,TEACHER,PROFESSOR,N/A
Astronomy,1484,University of Toronto - St. George Campus,Jonathan,,Dursi,1127897,3,good,TEACHER,PROFESSOR,4.2
English,1484,University of Toronto - St. George Campus,Joanna,,Dutka,708568,2,good,TEACHER,PROFESSOR,4.5
Statistics,1484,University of Toronto - St. George Campus,David,,Duvenaud,2344784,3,poor,TEACHER,PROFESSOR,1.3
History,1484,University of Toronto - St. George Campus,Jason,,Dyck,2158184,3,good,TEACHER,PROFESSOR,4.7
Science,1484,University of Toronto - St. George Campus,Charles,,Dyer,828340,3,good,TEACHER,PROFESSOR,3.5
Law,1484,University of Toronto - St. George Campus,David,,Dyzenhaus,437469,13,good,TEACHER,PROFESSOR,4.1
Mathematics,1484,University of Toronto - St. George Campus,Christopher,,Eagle,1911185,5,good,TEACHER,PROFESSOR,4.3
Computer Science,1484,University of Toronto - St. George Campus,Steve,,Easterbrook,98424,16,average,TEACHER,PROFESSOR,3.2
English,1484,University of Toronto - St. George Campus,Alexander,,Eastwood,1827854,2,good,TEACHER,PROFESSOR,3.5
Statistics,1484,University of Toronto - St. George Campus,Mark,,Ebden,2159084,45,average,TEACHER,PROFESSOR,2.8
Geography,1484,University of Toronto - St. George Campus,Zahra,,Ebrahim,2553253,1,good,TEACHER,PROFESSOR,5.0
Biology,1484,University of Toronto - St. George Campus,James,,Eckenwalder,257719,27,average,TEACHER,PROFESSOR,2.8
French,1484,University of Toronto - St. George Campus,Lindsey,,Eckert,1635186,6,good,TEACHER,PROFESSOR,4.6
Economics,1484,University of Toronto - St. George Campus,Chris,,Ecoman,838722,8,good,TEACHER,PROFESSOR,3.9
Music,1484,University of Toronto - St. George Campus,Darryl,,Edwards,100671,10,good,TEACHER,PROFESSOR,3.8
Biology,1484,University of Toronto - St. George Campus,Al,,Edwards,284842,9,poor,TEACHER,PROFESSOR,2.1
Chemical Engineering,1484,University of Toronto - St. George Campus,Elizabeth,,Edwards,564655,4,good,TEACHER,PROFESSOR,4.8
Accounting,1484,University of Toronto - St. George Campus,Alex,,Edwards,2191669,2,good,TEACHER,PROFESSOR,4.5
Molecular Genetics,1484,University of Toronto - St. George Campus,Sean,,Egan,2364896,0,zero,TEACHER,PROFESSOR,N/A
Not Specified,1484,University of Toronto - St. George Campus,GE,,Ege,1727208,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1484,University of Toronto - St. George Campus,Gabriel,,Eidelman,2140021,1,average,TEACHER,PROFESSOR,3.0
History,1484,University of Toronto - St. George Campus,Konrad,,Eisenbichler,14879,31,good,TEACHER,PROFESSOR,4.1
Engineering,1484,University of Toronto - St. George Campus,Alis,,Ekmekci,2479081,2,poor,TEACHER,PROFESSOR,1.0
Mathematics,1484,University of Toronto - St. George Campus,Mohammad,,El Smaily,1747734,8,good,TEACHER,PROFESSOR,4.4
Languages,1484,University of Toronto - St. George Campus,Joseph,,El-Cassabgui,2041129,7,good,TEACHER,PROFESSOR,4.6
Civil Engineering,1484,University of Toronto - St. George Campus,Tamer,,El-Diraby,444535,16,average,TEACHER,PROFESSOR,3.3
Science,1484,University of Toronto - St. George Campus,Ahmed,,El-Sohemy,44792,15,good,TEACHER,PROFESSOR,3.7
Electrical Engineering,1484,University of Toronto - St. George Campus,George,,Eleftheriades,51245,11,good,TEACHER,PROFESSOR,4.0
Economics,1484,University of Toronto - St. George Campus,Shari,,Eli,1724916,13,good,TEACHER,PROFESSOR,4.8
Music,1484,University of Toronto - St. George Campus,Enrico,,Elisi,2355946,3,good,TEACHER,PROFESSOR,5.0
Computer Science,1484,University of Toronto - St. George Campus,Faith,,Ellen,1689018,10,good,TEACHER,PROFESSOR,3.6
Music,1484,University of Toronto - St. George Campus,Robin,,Elliott,180805,20,good,TEACHER,PROFESSOR,4.4
Mathematics,1484,University of Toronto - St. George Campus,George,,Elliott,265776,7,average,TEACHER,PROFESSOR,3.1
Biology,1484,University of Toronto - St. George Campus,James,,Ellis,874826,0,zero,TEACHER,PROFESSOR,N/A
Criminal Justice,1484,University of Toronto - St. George Campus,Adam,,Ellis,2548195,1,average,TEACHER,PROFESSOR,3.0
Engineering,1484,University of Toronto - St. George Campus,Reza,,Emami,24040,74,good,TEACHER,PROFESSOR,3.9
Law,1484,University of Toronto - St. George Campus,Anver,,Emon,1890772,3,good,TEACHER,PROFESSOR,5.0
Mathematics,1484,University of Toronto - St. George Campus,Melissa,Lee,Emory,2403217,5,average,TEACHER,PROFESSOR,3.2
Computer Science,1484,University of Toronto - St. George Campus,Steve,,Engels,109854,72,average,TEACHER,PROFESSOR,3.5
English,1484,University of Toronto - St. George Campus,Sharon,,English,2108830,3,good,TEACHER,PROFESSOR,4.3
Economics,1484,University of Toronto - St. George Campus,Amina,,Enkhbold,2384997,0,zero,TEACHER,PROFESSOR,N/A
Architecture,1484,University of Toronto - St. George Campus,Jonathan,,Enns,2088723,4,good,TEACHER,PROFESSOR,4.3
Mathematics,1484,University of Toronto - St. George Campus,Travis,,Ens,2386656,9,good,TEACHER,PROFESSOR,4.9
Materials Engineering,1484,University of Toronto - St. George Campus,Uwe,,Erb,27753,26,good,TEACHER,PROFESSOR,4.2
Pharmacology,1484,University of Toronto - St. George Campus,Mary,,Erclik,1259065,8,good,TEACHER,PROFESSOR,3.8
Statistics,1484,University of Toronto - St. George Campus,Murat,,Erdogdu,2493113,3,average,TEACHER,PROFESSOR,3.3
Sociology,1484,University of Toronto - St. George Campus,Bonnie,,Erickson,697172,16,average,TEACHER,PROFESSOR,2.8
Political Science,1484,University of Toronto - St. George Campus,Jan,,Erk,222081,12,good,TEACHER,PROFESSOR,4.5
Health Science,1484,University of Toronto - St. George Campus,Michael,,Escobar,1537262,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1484,University of Toronto - St. George Campus,Payman,,Eskandari,2396019,6,good,TEACHER,PROFESSOR,4.3
English,1484,University of Toronto - St. George Campus,Uzo,,Esonwanne,101700,22,average,TEACHER,PROFESSOR,2.9
English,1484,University of Toronto - St. George Campus,Uzoma,,Esonwanne,2183304,4,average,TEACHER,PROFESSOR,2.5
English,1484,University of Toronto - St. George Campus,Jeff,,Espie,2028761,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1484,University of Toronto - St. George Campus,Malors,,Espinosa,2560053,0,zero,TEACHER,PROFESSOR,N/A
Law,1484,University of Toronto - St. George Campus,Christopher,,Essert,2462808,0,zero,TEACHER,PROFESSOR,N/A
Languages,1484,University of Toronto - St. George Campus,Maria,,Euchner,517382,6,good,TEACHER,PROFESSOR,3.8
Philosophy,1484,University of Toronto - St. George Campus,Don,,Evans,25361,8,good,TEACHER,PROFESSOR,4.9
Chemical Engineering,1484,University of Toronto - St. George Campus,Greg,,Evans,1596684,5,good,TEACHER,PROFESSOR,5.0
Criminal Justice,1484,University of Toronto - St. George Campus,Catherine,,Evans,2294939,10,good,TEACHER,PROFESSOR,4.5
History,1484,University of Toronto - St. George Campus,Nicholas,,Everett,255561,11,good,TEACHER,PROFESSOR,4.0
Art History,1484,University of Toronto - St. George Campus,B,,Ewald,1018207,9,good,TEACHER,PROFESSOR,4.0
International Studies,1484,University of Toronto - St. George Campus,Cindy,,Ewing,2479092,4,good,TEACHER,PROFESSOR,4.8
Political Science,1484,University of Toronto - St. George Campus,Connor,,Ewing,2409539,3,good,TEACHER,PROFESSOR,5.0
Geology,1484,University of Toronto - St. George Campus,Nick,,Eyles,366111,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1484,University of Toronto - St. George Campus,Dickson,,Eyoh,302858,15,good,TEACHER,PROFESSOR,3.5
Classics,1484,University of Toronto - St. George Campus,John,,Fabiano,2229991,5,good,TEACHER,PROFESSOR,3.8
Mathematics,1484,University of Toronto - St. George Campus,Dmitry,,Faifman,2041557,5,poor,TEACHER,PROFESSOR,2.1
Computer Science,1484,University of Toronto - St. George Campus,Tom,,Fairgrieve,17794,62,good,TEACHER,PROFESSOR,4.3
Political Science,1484,University of Toronto - St. George Campus,Vic,,Falkenheim,55609,85,good,TEACHER,PROFESSOR,3.9
Social Work,1484,University of Toronto - St. George Campus,Lin,,Fang,1683383,2,good,TEACHER,PROFESSOR,5.0
Electrical Engineering,1484,University of Toronto - St. George Campus,Babak,,Farahanchi,2268254,1,good,TEACHER,PROFESSOR,4.0
Psychology,1484,University of Toronto - St. George Campus,N.,,Farb,973863,3,average,TEACHER,PROFESSOR,2.5
Geography,1484,University of Toronto - St. George Campus,Matthew,,Farish,586749,21,good,TEACHER,PROFESSOR,3.8
Chemical Engineering,1484,University of Toronto - St. George Campus,Ramin,,Farnood,102588,6,good,TEACHER,PROFESSOR,4.2
Communication,1484,University of Toronto - St. George Campus,Abdallah,,Farraj,2103083,7,good,TEACHER,PROFESSOR,4.3
French,1484,University of Toronto - St. George Campus,Sima,,Farsandaj,647822,12,good,TEACHER,PROFESSOR,3.8
Sociology,1484,University of Toronto - St. George Campus,M Omar,,Faruque,2460988,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1484,University of Toronto - St. George Campus,Babak,,Farzad,223758,13,average,TEACHER,PROFESSOR,2.9
Computer Science,1484,University of Toronto - St. George Campus,Azadeh,,Farzan,1421924,33,average,TEACHER,PROFESSOR,3.4
Psychology,1484,University of Toronto - St. George Campus,Sayyed Mohsen,,Fatemi,1787407,6,average,TEACHER,PROFESSOR,2.8
Economics,1484,University of Toronto - St. George Campus,Kevin,,Fawcett,1740470,1,good,TEACHER,PROFESSOR,5.0
Economics,1484,University of Toronto - St. George Campus,Gervan,,Fearon,10071,32,average,TEACHER,PROFESSOR,2.9
Nursing,1484,University of Toronto - St. George Campus,Mary,Ann,Fegan,2024196,1,average,TEACHER,PROFESSOR,2.5
Religion,1484,University of Toronto - St. George Campus,Yiftach,,Fehige,1144432,9,average,TEACHER,PROFESSOR,3.3
Medicine,1484,University of Toronto - St. George Campus,Michael,,Fehlings,561530,0,zero,TEACHER,PROFESSOR,N/A
Business,1484,University of Toronto - St. George Campus,Matthew,,Feinberg,2407244,2,good,TEACHER,PROFESSOR,4.5
Chemistry,1484,University of Toronto - St. George Campus,Ulrich,,Fekl,460966,2,good,TEACHER,PROFESSOR,4.2
East Asian Studies,1484,University of Toronto - St. George Campus,Linda,,Feng,2128130,7,poor,TEACHER,PROFESSOR,1.9
Languages,1484,University of Toronto - St. George Campus,Angelica,,Fenner,306177,9,good,TEACHER,PROFESSOR,4.0
English,1484,University of Toronto - St. George Campus,Gillian,,Fenwick,460745,15,good,TEACHER,PROFESSOR,4.0
Psychology,1484,University of Toronto - St. George Campus,Susanne,,Ferber,116098,22,average,TEACHER,PROFESSOR,3.5
Humanities,1484,University of Toronto - St. George Campus,Bruce,,Ferguson,385688,9,good,TEACHER,PROFESSOR,4.3
Near Eastern Studies,1484,University of Toronto - St. George Campus,Jonathan,,Ferguson,876136,3,poor,TEACHER,PROFESSOR,2.0
History,1484,University of Toronto - St. George Campus,Elizabeth,,Ferguson,1861462,4,good,TEACHER,PROFESSOR,4.5
Religion,1484,University of Toronto - St. George Campus,Nigel,,Fernando,2362290,2,poor,TEACHER,PROFESSOR,1.0
Education,1484,University of Toronto - St. George Campus,Julia,,Ferrari,2528858,1,average,TEACHER,PROFESSOR,3.0
Political Science,1484,University of Toronto - St. George Campus,L.,,Ferry,1156868,0,zero,TEACHER,PROFESSOR,N/A
Statistics,1484,University of Toronto - St. George Campus,Andrey,,Feuerverger,592741,7,average,TEACHER,PROFESSOR,2.8
Computer Science,1484,University of Toronto - St. George Campus,Faith,,Fich,34942,25,poor,TEACHER,PROFESSOR,2.2
Computer Science,1484,University of Toronto - St. George Campus,Nattan,,Fichman,23067,9,average,TEACHER,PROFESSOR,3.4
Economics,1484,University of Toronto - St. George Campus,Ben,,Filewod,2318591,0,zero,TEACHER,PROFESSOR,N/A
Mechanical Engineering,1484,University of Toronto - St. George Campus,Tobin,,Filleter,2376335,1,good,TEACHER,PROFESSOR,4.0
Geography,1484,University of Toronto - St. George Campus,Sarah,,Finkelstein,1300189,18,good,TEACHER,PROFESSOR,4.4
Psychology,1484,University of Toronto - St. George Campus,Amy,,Finn,2385331,3,average,TEACHER,PROFESSOR,2.7
Mathematics,1484,University of Toronto - St. George Campus,Tatiana,,Firsova,1317131,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1484,University of Toronto - St. George Campus,Beth,,Fischer,270964,20,average,TEACHER,PROFESSOR,3.3
Science,1484,University of Toronto - St. George Campus,Eleanor,,Fish,345212,8,average,TEACHER,PROFESSOR,3.1
Political Science,1484,University of Toronto - St. George Campus,Joy,,Fitzgibbon,1735833,17,good,TEACHER,PROFESSOR,4.7
Political Science,1484,University of Toronto - St. George Campus,Joseph,,Fletcher,430183,33,average,TEACHER,PROFESSOR,2.5
Sociology,1484,University of Toronto - St. George Campus,Sarah,,Flicker,830169,4,average,TEACHER,PROFESSOR,3.2
Finance,1484,University of Toronto - St. George Campus,Louis,,Florence,649109,7,good,TEACHER,PROFESSOR,4.4
English,1484,University of Toronto - St. George Campus,Deirdre,,Flynn,43752,107,average,TEACHER,PROFESSOR,3.3
Education,1484,University of Toronto - St. George Campus,Gary,,Fogal,1887476,4,good,TEACHER,PROFESSOR,5.0
Sociology,1484,University of Toronto - St. George Campus,Eric,,Fong,45367,38,average,TEACHER,PROFESSOR,2.6
Geography,1484,University of Toronto - St. George Campus,Melissa,,Fong,1518837,6,good,TEACHER,PROFESSOR,4.6
English,1484,University of Toronto - St. George Campus,Tony,,Fong,1716130,4,good,TEACHER,PROFESSOR,4.0
Continuing Education,1484,University of Toronto - St. George Campus,Tim,,Fong,1983735,9,good,TEACHER,PROFESSOR,3.9
Humanities,1484,University of Toronto - St. George Campus,Anny,,Fong,2537252,2,good,TEACHER,PROFESSOR,5.0
